raceId,driverRef,circuitRef,country,nationality_drivers,constructorRef,nationality_constructors,year,lat_x,lng_x,alt,qualifyId,quali_position,positionOrder,points,points_drivers,position_drivers,wins_drivers,points_constructors,position_constructors,wins_constructors,points_constructor_ind_races,age,fastest_lap_milliseconds,circuit_length,circuit_total_straight,circuit_mean_straight,circuit_max_straight,circuit_total_corner_length,circuit_mean_corner_length,circuit_max_corner_length,circuit_total_corner_curvature,circuit_mean_corner_curvature,circuit_max_corner_curvature,circuit_std_corner_curvature,circuit_number_of_corners,max_max_speed,max_fastest_lap_speed,var_fastest_lap_speed,min_fastest_lap_speed,max_lap_speed,var_lap_speed,bottom_lap_speed,mean_straight_speed,var_straight_speed,max_fastest_accleration,var_fastest_accleration,min_fastest_accleration,mean_top_lap_accleration,mean_var_lap_accleration,mean_min_lap_accleration,max_fastest_lap_rpm,var_fastest_lap_straight_rpm,mean_fastest_lap_straight_rpm,max_max_rpm,mean_var_straight_rpm,mean_straight_rpm,avg_gear1_time,avg_gear2_time,avg_gear3_time,avg_gear4_time,avg_gear5_time,avg_gear6_time,avg_gear7_time,avg_gear8_time,avg_gear1_time_fl,avg_gear2_time_fl,avg_gear3_time_fl,avg_gear4_time_fl,avg_gear5_time_fl,avg_gear6_time_fl,avg_gear7_time_fl,avg_gear8_time_fl,avg_lap_time_on_brake,avg_lap_distance_on_brake,avg_lap_time_on_DRS,avg_lap_distance_on_DRS,avg_lap_bottom_speed_corner,avg_lap_max_speed_corner,avg_lap_bottom_speed_tightest_corner,fl_lap_time_on_brake,fl_lap_distance_on_brake,fl_lap_time_on_DRS,fl_lap_distance_on_DRS,fl_lap_bottom_speed_corner,fl_lap_max_speed_corner,fl_lap_bottom_speed_tightest_corner,fl_tyre,fl_tyre_life,fastestlap_Sector1,fastestlap_Sector2,fastestlap_Sector3,avglap_Sector1,avglap_Sector2,avglap_Sector3,fastestlap_percentagerainfall,fastestlap_track_temperature,fastestlap_humidity,avg_lap_percentagerainfall,avg_lap_track_temperature,avg_lap_humidty,fastest_lap_milliseconds_clean
1025,leclerc,sochi,Russia,Monaco,ferrari,Italy,2019.0,43.40570000000001,39.9578,2.0,8258.0,1.0,3.0,15.0,215.0,3.0,2.0,409.0,2.0,3.0,15.0,21.0,91628.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,331.0,330.0,62.0,106.0,312.0,62.0,82.0,194.0,65.0,52.0,9.0,18.0,47.0,8.0,17.0,12630.0,541.0,11147.0,12754.0,944.0,10723.0,0.0,1.0,10.0,25.0,18.0,15.0,15.0,11.0,0.0,0.0,4.0,16.0,14.0,13.0,17.0,18.0,16.0,792.0,14.0,1183.0,143.0,262.0,134.0,12.0,680.0,18.0,1594.0,164.0,290.0,171.0,SOFT,2.0,33.33299999999999,31.319000000000003,26.976000000000003,38.346624999999996,34.66525,32.053250000000006,0.0,29.900000000000006,58.899999999999984,0.0,30.725,60.449999999999996,91628.0
1025,max_verstappen,sochi,Russia,Netherlands,red_bull,Austria,2019.0,43.4057,39.9578,2.0,8261.0,4.0,4.0,12.0,212.0,4.0,2.0,311.0,3.0,2.0,22.0,21.0,92310.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,327.0,327.0,61.0,101.0,325.0,61.0,99.0,263.0,36.0,44.0,6.0,23.0,47.0,7.0,23.0,12104.0,536.0,11048.0,12674.0,534.0,11016.0,0.0,0.0,8.0,16.0,14.0,13.0,17.0,16.0,0.0,0.0,7.0,15.0,14.0,13.0,17.0,16.0,13.0,693.0,19.0,1663.0,161.0,284.0,148.0,13.0,671.0,19.0,1650.0,168.0,285.0,147.0,SOFT,2.0,33.68,31.641,26.989000000000004,33.897000000000006,31.727200000000003,27.2024,0.0,29.9,58.899999999999984,0.0,30.580000000000002,60.1,92310.0
1025,norris,sochi,Russia,UK,mclaren,UK,2019.0,43.4057,39.9578,2.0,8265.0,8.0,8.0,4.0,35.0,9.0,0.0,101.0,4.0,0.0,12.0,19.0,93301.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,330.0,327.0,62.0,92.0,319.0,62.0,86.0,261.0,37.0,59.0,8.0,29.0,51.0,8.0,25.0,11714.0,583.0,10848.0,11969.0,644.0,10699.0,0.0,4.0,12.0,11.0,11.0,13.0,20.0,15.0,0.0,1.0,10.0,9.0,10.0,12.0,22.0,17.0,13.0,642.0,16.0,1395.0,152.0,273.0,144.0,12.0,644.0,19.0,1609.0,165.0,284.0,164.0,SOFT,2.0,34.099,31.909,27.293000000000003,35.523250000000004,33.7295,29.578000000000003,0.0,29.9,58.899999999999984,0.0,30.725,60.175,93301.0
1025,perez,sochi,Russia,Mexico,racing_point,UK,2019.0,43.4057,39.9578,2.0,8269.0,12.0,7.0,6.0,33.0,13.0,0.0,52.0,7.0,0.0,6.0,29.0,93958.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,332.0,329.0,63.0,97.0,322.0,64.0,90.0,263.0,38.0,51.0,7.0,23.0,50.0,7.0,24.0,12462.0,576.0,11167.0,12607.0,735.0,10899.0,0.0,5.0,12.0,20.0,12.0,15.0,14.0,13.0,0.0,0.0,9.0,19.0,13.0,16.0,12.0,15.0,17.0,846.0,16.0,1362.0,146.0,285.0,132.0,14.0,717.0,19.0,1639.0,154.0,286.0,110.0,SOFT,2.0,34.11599999999999,32.25,27.591999999999988,35.612500000000004,34.840833333333336,30.91433333333333,0.0,30.699999999999992,61.20000000000001,0.0,30.96666666666667,60.86666666666667,93958.0
1025,raikkonen,sochi,Russia,Finland,alfa,Switzerland,2019.0,43.4057,39.9578,2.0,8273.0,16.0,13.0,0.0,31.0,14.0,0.0,35.0,8.0,0.0,0.0,39.0,94840.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,330.0,329.0,65.0,95.0,312.0,60.0,90.0,258.0,42.0,51.0,7.0,28.0,54.0,9.0,26.0,12268.0,901.0,10985.0,12616.0,1034.0,10653.0,0.0,5.0,13.0,17.0,17.0,14.0,17.0,11.0,0.0,0.0,8.0,15.0,11.0,15.0,18.0,15.0,15.0,751.0,16.0,1374.0,144.0,260.0,111.0,14.0,729.0,19.0,1602.0,153.0,287.0,107.0,SOFT,2.0,34.35399999999999,32.365,28.121,38.44475,35.5735,30.772750000000002,0.0,31.19999999999999,61.5,0.0,31.125,61.125,94840.0
1025,ricciardo,sochi,Russia,Australia,renault,France,2019.0,43.4057,39.9578,2.0,8267.0,10.0,19.0,0.0,34.0,10.0,0.0,68.0,5.0,0.0,1.0,30.0,93661.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,331.0,327.0,62.0,97.0,327.0,63.0,100.0,258.0,39.0,51.0,7.0,27.0,51.0,6.0,29.0,11952.0,464.0,11022.0,12144.0,492.0,10928.0,0.0,0.0,12.0,18.0,12.0,16.0,12.0,14.0,0.0,0.0,10.0,20.0,12.0,18.0,11.0,14.0,11.0,619.0,18.0,1593.0,159.0,288.0,137.0,11.0,601.0,19.0,1625.0,158.0,288.0,176.0,SOFT,2.0,34.129,32.17000000000001,27.362,34.24066666666666,32.285833333333336,27.613500000000002,0.0,29.9,58.89999999999999,0.0,30.53333333333333,59.99999999999999,93661.0
1025,russell,sochi,Russia,UK,williams,UK,2019.0,43.4057,39.9578,2.0,8274.0,17.0,17.0,0.0,0.0,20.0,0.0,1.0,10.0,0.0,0.0,21.0,95356.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,331.0,331.0,64.0,93.0,316.0,62.0,88.0,257.0,42.0,48.0,7.0,25.0,45.0,8.0,19.0,12316.0,754.0,10976.0,12803.0,904.0,10762.0,0.0,4.0,23.0,20.0,14.0,11.0,13.0,11.0,0.0,0.0,12.0,18.0,12.0,12.0,13.0,16.0,17.0,820.0,13.0,1109.0,139.0,256.0,104.0,14.0,747.0,18.0,1597.0,155.0,285.0,112.0,SOFT,2.0,34.423,32.68099999999999,28.252000000000002,37.70366666666666,36.61333333333332,31.12233333333334,0.0,30.899999999999995,60.399999999999984,0.0,31.13333333333333,61.166666666666664,95356.0
1025,sainz,sochi,Russia,Spain,mclaren,UK,2019.0,43.4057,39.9578,2.0,8263.0,6.0,6.0,8.0,66.0,7.0,0.0,101.0,4.0,0.0,12.0,25.0,93222.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,327.0,325.0,62.0,97.0,319.0,64.0,86.0,261.0,36.0,47.0,6.0,29.0,49.0,7.0,24.0,11713.0,716.0,10859.0,11868.0,945.0,10622.0,3.0,1.0,13.0,13.0,11.0,12.0,22.0,15.0,0.0,0.0,10.0,11.0,9.0,13.0,22.0,18.0,15.0,694.0,17.0,1445.0,150.0,277.0,130.0,12.0,624.0,20.0,1687.0,164.0,284.0,118.0,SOFT,2.0,34.13799999999999,31.815,27.269,35.292500000000004,33.7265,31.21425,0.0,29.9,58.89999999999998,0.0,30.725,60.3,93222.0
1025,stroll,sochi,Russia,Canada,racing_point,UK,2019.0,43.4057,39.9578,2.0,8272.0,15.0,11.0,0.0,19.0,16.0,0.0,52.0,7.0,0.0,6.0,20.0,94233.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,332.0,332.0,64.0,97.0,324.0,66.0,78.0,244.0,58.0,53.0,14.0,3.0,50.0,9.0,19.0,12467.0,519.0,11195.0,12760.0,710.0,10921.0,4.0,5.0,13.0,20.0,13.0,11.0,15.0,13.0,0.0,0.0,9.0,19.0,13.0,13.0,14.0,16.0,17.0,813.0,18.0,1518.0,142.0,273.0,125.0,14.0,756.0,19.0,1613.0,155.0,288.0,161.0,SOFT,2.0,34.159,32.345000000000006,27.728999999999985,36.77216666666667,36.06633333333333,31.96233333333333,0.0,30.600000000000005,60.70000000000001,0.0,30.96666666666667,60.79999999999999,94233.0
1025,vettel,sochi,Russia,Germany,ferrari,Italy,2019.0,43.4057,39.9578,2.0,8260.0,3.0,18.0,0.0,194.0,5.0,1.0,409.0,2.0,3.0,15.0,32.0,92053.0,5825.0,3595.0,264.0,1161.0,1962.0,165.0,432.0,0.02232558502103187,0.0018938688129964169,0.004740815632113166,0.0012018969038272182,12.0,332.0,327.0,63.0,101.0,315.0,63.0,83.0,192.0,48.0,53.0,9.0,25.0,48.0,7.0,25.0,12741.0,666.0,11120.0,12741.0,973.0,10723.0,0.0,0.0,13.0,20.0,18.0,15.0,16.0,12.0,0.0,0.0,4.0,18.0,13.0,13.0,17.0,17.0,15.0,708.0,15.0,1297.0,147.0,264.0,126.0,11.0,610.0,19.0,1612.0,163.0,289.0,190.0,SOFT,2.0,33.476,31.521000000000008,27.056000000000008,36.9061,34.19930000000001,32.03699999999999,0.0,29.9,58.89999999999998,0.0,30.76,60.459999999999994,92053.0
