,raceId,year,circuitId,name,date,time,url,quali_date,quali_time,sprint_date,sprint_time,lat,lng,race_temp,race_precip,race_humidity,race_condition,quali_temp,quali_precip,quali_humidity,quali_condition
0,1,2009,1,Australian Grand Prix,2009-03-29,06:00:00,http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix,,,,,-37.8497,144.968,10.425,0.0,57.2275,Clear,9.3,0.0,88.04249999999999,Clear
1,18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,http://en.wikipedia.org/wiki/2008_Australian_Grand_Prix,,,,,-37.8497,144.968,19.5,0.0,60.0875,Clear,16.824999999999996,0.0,90.10249999999999,Partially cloudy
2,36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,http://en.wikipedia.org/wiki/2007_Australian_Grand_Prix,,,,,-37.8497,144.968,11.05,0.0,79.9525,Partially cloudy,12.925,0.0,82.99000000000001,Clear
3,55,2006,1,Australian Grand Prix,2006-04-02,14:00:00,http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix,,,,,-37.8497,144.968,15.200000000000001,0.0,53.32999999999999,Partially cloudy,15.466666666666667,0.09000000000000001,49.03666666666667,Partially cloudy
4,71,2005,1,Australian Grand Prix,2005-03-06,14:00:00,http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix,,,,,-37.8497,144.968,17.166666666666668,0.0,54.376666666666665,"['Clear', 'Overcast', 'Partially cloudy']",14.333333333333334,1.5866666666666667,58.24333333333333,Partially cloudy
5,90,2004,1,Australian Grand Prix,2004-03-07,,http://en.wikipedia.org/wiki/2004_Australian_Grand_Prix,,,,,-37.8497,144.968,15.1,0.7,81.47,"Rain, Partially cloudy",19.1,0.0,68.19,Clear
6,108,2003,1,Australian Grand Prix,2003-03-09,,http://en.wikipedia.org/wiki/2003_Australian_Grand_Prix,,,,,-37.8497,144.968,16.5,4.76,82.56,"Rain, Partially cloudy",16.4,2.28,69.02,"Rain, Partially cloudy"
7,124,2002,1,Australian Grand Prix,2002-03-03,,http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix,,,,,-37.8497,144.968,15.3,1.04,80.64,"Rain, Partially cloudy",15.5,0.67,78.25,"Rain, Partially cloudy"
8,141,2001,1,Australian Grand Prix,2001-03-04,,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,,,,,-37.8497,144.968,20.1,0.09,77.47,"Rain, Partially cloudy",19.1,0.0,68.32,Clear
9,158,2000,1,Australian Grand Prix,2000-03-12,,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,,,,,-37.8497,144.968,21.7,0.0,71.95,Clear,23.7,0.0,64.37,Clear
10,175,1999,1,Australian Grand Prix,1999-03-07,,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,,,,,-37.8497,144.968,16.4,0.0,68.3,Partially cloudy,19.6,0.0,63.47,Clear
11,191,1998,1,Australian Grand Prix,1998-03-08,,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,,,,,-37.8497,144.968,14.4,0.0,66.2,Clear,14.8,0.0,56.29,Partially cloudy
12,207,1997,1,Australian Grand Prix,1997-03-09,,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,,,,,-37.8497,144.968,15.2,0.0,50.09,Partially cloudy,17.8,0.22,65.83,"Rain, Partially cloudy"
13,224,1996,1,Australian Grand Prix,1996-03-10,,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,,,,,-37.8497,144.968,17.5,0.0,71.23,Clear,15.8,0.0,77.51,Partially cloudy
14,338,2010,1,Australian Grand Prix,2010-03-28,06:00:00,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,,,,,-37.8497,144.968,19.1,0.0,66.88,Clear,16.525,0.01,84.3175,Partially cloudy
15,841,2011,1,Australian Grand Prix,2011-03-27,06:00:00,http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,,,,,-37.8497,144.968,13.45,0.0125,91.25000000000001,Partially cloudy,13.725000000000001,0.0125,72.6825,Partially cloudy
16,860,2012,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,,,,,-37.8497,144.968,12.475,0.025,93.295,Partially cloudy,11.674999999999999,0.0,88.00750000000001,Partially cloudy
17,880,2013,1,Australian Grand Prix,2013-03-17,06:00:00,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,,,,,-37.8497,144.968,12.25,0.275,74.9075,Partially cloudy,15.175,0.0,77.3575,Partially cloudy
18,900,2014,1,Australian Grand Prix,2014-03-16,06:00:00,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,,,,,-37.8497,144.968,12.675,0.0,71.05,Clear,20.75,0.0,40.0025,Clear
19,926,2015,1,Australian Grand Prix,2015-03-15,05:00:00,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,,,,,-37.8497,144.968,14.45,0.0,61.455,"['Partially cloudy', 'Clear', 'Clear', 'Partially cloudy']",8.924999999999999,0.0,88.53999999999999,Clear
20,948,2016,1,Australian Grand Prix,2016-03-20,05:00:00,http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix,,,,,-37.8497,144.968,11.350000000000001,0.0,87.66,Clear,12.875,0.0,77.15,Clear
21,969,2017,1,Australian Grand Prix,2017-03-26,05:00:00,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,,,,,-37.8497,144.968,19.5,0.0,83.06,Clear,19.799999999999997,0.0,75.5025,Clear
22,989,2018,1,Australian Grand Prix,2018-03-25,05:10:00,http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix,,,,,-37.8497,144.968,21.725,0.0,67.1525,Clear,22.075,0.0,52.2975,Clear
23,1010,2019,1,Australian Grand Prix,2019-03-17,05:10:00,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix,,,,,-37.8497,144.968,15.95,0.0,95.145,Clear,12.725000000000001,0.0,91.0425,Clear
24,1076,2022,1,Australian Grand Prix,2022-04-10,05:00:00,http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix,2022-04-09,06:00:00,,,-37.8497,144.968,17.55,0.0,80.3075,Clear,17.725,0.0,78.4575,Clear
25,2,2009,2,Malaysian Grand Prix,2009-04-05,09:00:00,http://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix,,,,,2.76083,101.738,30.025,0.0,77.03,Partially cloudy,29.575000000000003,0.0,73.75,Partially cloudy
26,19,2008,2,Malaysian Grand Prix,2008-03-23,07:00:00,http://en.wikipedia.org/wiki/2008_Malaysian_Grand_Prix,,,,,2.76083,101.738,25.025,0.0,91.535,Partially cloudy,24.85,0.0,92.9675,Partially cloudy
27,37,2007,2,Malaysian Grand Prix,2007-04-08,07:00:00,http://en.wikipedia.org/wiki/2007_Malaysian_Grand_Prix,,,,,2.76083,101.738,26.35,0.0,87.015,Partially cloudy,28.25,0.0,71.57000000000001,Partially cloudy
28,54,2006,2,Malaysian Grand Prix,2006-03-19,15:00:00,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix,,,,,2.76083,101.738,29.96666666666667,0.0,69.30666666666666,Partially cloudy,33.03333333333333,0.0,54.376666666666665,Partially cloudy
29,72,2005,2,Malaysian Grand Prix,2005-03-20,15:00:00,http://en.wikipedia.org/wiki/2005_Malaysian_Grand_Prix,,,,,2.76083,101.738,32.46666666666667,0.0,56.849999999999994,Partially cloudy,34.0,0.0,47.98333333333333,Partially cloudy
30,91,2004,2,Malaysian Grand Prix,2004-03-21,,http://en.wikipedia.org/wiki/2004_Malaysian_Grand_Prix,,,,,2.76083,101.738,28.9,0.0,77.21,Partially cloudy,28.6,1.29,74.41,"Rain, Partially cloudy"
31,109,2003,2,Malaysian Grand Prix,2003-03-23,,http://en.wikipedia.org/wiki/2003_Malaysian_Grand_Prix,,,,,2.76083,101.738,29.3,0.76,75.76,"Rain, Partially cloudy",28.6,4.07,80.14,"Rain, Partially cloudy"
32,125,2002,2,Malaysian Grand Prix,2002-03-17,,http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix,,,,,2.76083,101.738,29.0,0.2,78.89,"Rain, Partially cloudy",28.7,1.81,81.73,"Rain, Partially cloudy"
33,142,2001,2,Malaysian Grand Prix,2001-03-18,,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,,,,,2.76083,101.738,27.7,17.52,81.59,"Rain, Partially cloudy",29.1,0.18,74.83,"Rain, Partially cloudy"
34,174,2000,2,Malaysian Grand Prix,2000-10-22,,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,,,,,2.76083,101.738,28.5,5.98,79.36,"Rain, Overcast",28.3,0.0,79.89,Overcast
35,189,1999,2,Malaysian Grand Prix,1999-10-17,,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,,,,,2.76083,101.738,28.0,0.1,79.38,"Rain, Partially cloudy",27.7,23.9,81.68,"Rain, Partially cloudy"
36,339,2010,2,Malaysian Grand Prix,2010-04-04,08:00:00,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,,,,,2.76083,101.738,28.0,0.0,83.3125,Partially cloudy,28.0,0.0,80.965,Partially cloudy
37,842,2011,2,Malaysian Grand Prix,2011-04-10,08:00:00,http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,,,,,2.76083,101.738,26.299999999999997,0.075,91.0525,Partially cloudy,27.5,0.0,82.9475,Partially cloudy
38,861,2012,2,Malaysian Grand Prix,2012-03-25,08:00:00,http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,,,,,2.76083,101.738,27.475,0.0025,86.845,Partially cloudy,26.975,0.0,86.57249999999999,Partially cloudy
39,881,2013,2,Malaysian Grand Prix,2013-03-24,08:00:00,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,,,,,2.76083,101.738,28.924999999999997,0.0,76.38,Partially cloudy,28.700000000000003,0.0,78.96,Partially cloudy
40,901,2014,2,Malaysian Grand Prix,2014-03-30,08:00:00,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,,,,,2.76083,101.738,26.975,0.0,85.255,Partially cloudy,27.700000000000003,1.0425,82.86500000000001,Partially cloudy
41,927,2015,2,Malaysian Grand Prix,2015-03-29,07:00:00,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,,,,,2.76083,101.738,27.725,0.0,76.05,Partially cloudy,27.75,0.0,77.2025,Partially cloudy
42,963,2016,2,Malaysian Grand Prix,2016-10-02,07:00:00,http://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix,,,,,2.76083,101.738,26.975,0.0,79.325,Partially cloudy,26.525,0.0,87.53999999999999,Partially cloudy
43,983,2017,2,Malaysian Grand Prix,2017-10-01,07:00:00,http://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix,,,,,2.76083,101.738,27.7,0.0,82.9475,Partially cloudy,26.0,0.0,86.25,Partially cloudy
44,3,2009,17,Chinese Grand Prix,2009-04-19,07:00:00,http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix,,,,,31.3389,121.22,19.95,0.0,82.095,Partially cloudy,17.325,0.0,74.925,Clear
45,34,2008,17,Chinese Grand Prix,2008-10-19,07:00:00,http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix,,,,,31.3389,121.22,23.975,0.0,83.6275,Partially cloudy,24.45,0.0,62.645,"['Clear', 'Clear', 'Partially cloudy', 'Partially cloudy']"
46,51,2007,17,Chinese Grand Prix,2007-10-07,06:00:00,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,,,,31.3389,121.22,27.225,0.0,83.2625,Overcast,24.85,0.0,79.02250000000001,Partially cloudy
47,68,2006,17,Chinese Grand Prix,2006-10-01,14:00:00,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,,,,,31.3389,121.22,20.266666666666666,0.0,89.79,Overcast,22.0,0.0,74.80333333333334,Overcast
48,89,2005,17,Chinese Grand Prix,2005-10-16,14:00:00,http://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix,,,,,31.3389,121.22,23.066666666666666,0.0,27.27333333333333,Clear,21.433333333333334,0.0,41.49,Clear
49,105,2004,17,Chinese Grand Prix,2004-09-26,,http://en.wikipedia.org/wiki/2004_Chinese_Grand_Prix,,,,,31.3389,121.22,23.8,0.0,71.32,Partially cloudy,24.5,0.0,62.79,Partially cloudy
50,340,2010,17,Chinese Grand Prix,2010-04-18,06:00:00,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,,,,,31.3389,121.22,15.675,0.0,81.7325,"['Partially cloudy', 'Clear', 'Partially cloudy', 'Clear']",11.2,0.0,72.9,Clear
51,843,2011,17,Chinese Grand Prix,2011-04-17,07:00:00,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,,,,,31.3389,121.22,13.925,0.0,56.662499999999994,Clear,13.600000000000001,0.07500000000000001,49.2575,Rain
52,862,2012,17,Chinese Grand Prix,2012-04-15,07:00:00,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,,,,,31.3389,121.22,15.475,0.0,75.37750000000001,Clear,15.399999999999999,0.0,77.9925,Partially cloudy
53,882,2013,17,Chinese Grand Prix,2013-04-14,07:00:00,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,,,,,31.3389,121.22,21.9,0.0,36.627500000000005,Clear,18.95,0.0,48.3475,Clear
54,903,2014,17,Chinese Grand Prix,2014-04-20,07:00:00,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,,,,,31.3389,121.22,15.25,0.025,77.5975,Partially cloudy,14.549999999999999,2.4,85.57249999999999,Partially cloudy
55,928,2015,17,Chinese Grand Prix,2015-04-12,06:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,,,,,31.3389,121.22,14.399999999999999,0.0,72.7,Clear,12.25,0.0,66.7125,Clear
56,950,2016,17,Chinese Grand Prix,2016-04-17,06:00:00,http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix,,,,,31.3389,121.22,16.375,0.0,72.965,Partially cloudy,18.825,0.0,82.9875,Partially cloudy
57,970,2017,17,Chinese Grand Prix,2017-04-09,06:00:00,http://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix,,,,,31.3389,121.22,12.225,0.0,91.83500000000001,Partially cloudy,15.9,0.0,89.96,Partially cloudy
58,991,2018,17,Chinese Grand Prix,2018-04-15,06:10:00,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix,,,,,31.3389,121.22,13.775,0.025,74.1375,Clear,14.525,0.15,84.7375,Partially cloudy
59,1012,2019,17,Chinese Grand Prix,2019-04-14,06:10:00,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,,,,,31.3389,121.22,16.0,0.0,83.1925,Clear,14.275,0.0,64.08,Clear
60,4,2009,3,Bahrain Grand Prix,2009-04-26,12:00:00,http://en.wikipedia.org/wiki/2009_Bahrain_Grand_Prix,,,,,26.0325,50.5106,36.300000000000004,,17.236666666666668,Clear,35.46666666666667,,30.076666666666664,Clear
61,20,2008,3,Bahrain Grand Prix,2008-04-06,11:30:00,http://en.wikipedia.org/wiki/2008_Bahrain_Grand_Prix,,,,,26.0325,50.5106,28.866666666666664,,29.883333333333336,Clear,29.3,,30.986666666666668,Clear
62,38,2007,3,Bahrain Grand Prix,2007-04-15,11:30:00,http://en.wikipedia.org/wiki/2007_Bahrain_Grand_Prix,,,,,26.0325,50.5106,28.133333333333336,,33.92333333333334,Clear,29.833333333333332,,55.73333333333333,Partially cloudy
63,53,2006,3,Bahrain Grand Prix,2006-03-12,14:30:00,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,,,,26.0325,50.5106,20.5,,43.28,Clear,20.3,,41.693333333333335,Partially cloudy
64,73,2005,3,Bahrain Grand Prix,2005-04-03,14:30:00,http://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix,,,,,26.0325,50.5106,34.900000000000006,,23.36666666666667,Clear,31.633333333333336,,31.78,Clear
65,92,2004,3,Bahrain Grand Prix,2004-04-04,,http://en.wikipedia.org/wiki/2004_Bahrain_Grand_Prix,,,,,26.0325,50.5106,25.4,,64.13,Partially cloudy,24.7,,52.26,Clear
66,337,2010,3,Bahrain Grand Prix,2010-03-14,12:00:00,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,,,,,26.0325,50.5106,33.166666666666664,0.0,26.810000000000002,Clear,30.2,0.0,33.48,Clear
67,863,2012,3,Bahrain Grand Prix,2012-04-22,12:00:00,http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix,,,,,26.0325,50.5106,27.0,0.0,34.49666666666667,Partially cloudy,29.5,0.0,25.28,Clear
68,883,2013,3,Bahrain Grand Prix,2013-04-21,12:00:00,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,,,,,26.0325,50.5106,30.5,0.0,37.98,Clear,32.666666666666664,0.0,25.19666666666667,Clear
69,902,2014,3,Bahrain Grand Prix,2014-04-06,15:00:00,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,,,,,26.0325,50.5106,25.3,0.0,30.423333333333332,Clear,25.599999999999998,0.0,27.706666666666667,Clear
70,929,2015,3,Bahrain Grand Prix,2015-04-19,15:00:00,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,,,,,26.0325,50.5106,26.7,0.0,34.906666666666666,Clear,26.433333333333334,0.0,41.03,Clear
71,949,2016,3,Bahrain Grand Prix,2016-04-03,15:00:00,http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix,,,,,26.0325,50.5106,24.23333333333333,0.0,25.026666666666667,Clear,23.133333333333336,0.0,33.53666666666667,Clear
72,971,2017,3,Bahrain Grand Prix,2017-04-16,15:00:00,http://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix,,,,,26.0325,50.5106,26.7,0.0,54.10666666666666,Clear,30.166666666666668,0.0,44.75333333333333,Clear
73,990,2018,3,Bahrain Grand Prix,2018-04-08,15:10:00,http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix,,,,,26.0325,50.5106,26.8,0.0,57.526666666666664,Clear,27.600000000000005,0.0,50.05666666666667,Clear
74,1011,2019,3,Bahrain Grand Prix,2019-03-31,15:10:00,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix,,,,,26.0325,50.5106,24.96666666666667,0.0,62.673333333333325,Clear,24.0,0.0,60.473333333333336,Clear
75,1045,2020,3,Bahrain Grand Prix,2020-11-29,14:10:00,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,,,,,26.0325,50.5106,26.433333333333334,0.0,56.60666666666666,Partially cloudy,25.833333333333332,0.0,62.97,Partially cloudy
76,1046,2020,3,Sakhir Grand Prix,2020-12-06,17:10:00,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,,,,,26.0325,50.5106,21.433333333333334,0.0,56.54666666666666,Partially cloudy,23.333333333333332,0.0,81.37333333333333,Clear
77,1074,2022,3,Bahrain Grand Prix,2022-03-20,15:00:00,http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix,2022-03-19,15:00:00,,,26.0325,50.5106,23.8,0.0,30.513333333333332,Clear,20.833333333333332,0.0,38.31333333333334,Clear
78,1052,2021,3,Bahrain Grand Prix,2021-03-28,15:00:00,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix,2021-03-27,,,,26.0325,50.5106,21.333333333333332,0.0,48.096666666666664,Clear,27.6,0.0,52.5,Clear
79,5,2009,4,Spanish Grand Prix,2009-05-10,12:00:00,http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix,,,,,41.57,2.26111,20.1,0.0,67.24333333333334,Partially cloudy,20.0,0.0,63.406666666666666,Clear
80,21,2008,4,Spanish Grand Prix,2008-04-27,12:00:00,http://en.wikipedia.org/wiki/2008_Spanish_Grand_Prix,,,,,41.57,2.26111,20.033333333333335,0.0,42.12,Clear,21.433333333333334,0.0,36.809999999999995,Clear
81,39,2007,4,Spanish Grand Prix,2007-05-13,12:00:00,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix,,,,,41.57,2.26111,25.400000000000002,0.0,42.96666666666666,Clear,23.366666666666664,0.0,42.629999999999995,Partially cloudy
82,58,2006,4,Spanish Grand Prix,2006-05-14,14:00:00,http://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix,,,,,41.57,2.26111,24.099999999999998,0.0,43.94,Partially cloudy,21.866666666666664,0.0,61.51666666666667,Partially cloudy
83,75,2005,4,Spanish Grand Prix,2005-05-08,14:00:00,http://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix,,,,,41.57,2.26111,20.53333333333333,0.0,61.28666666666667,Partially cloudy,19.933333333333334,0.0,64.53666666666666,Partially cloudy
84,94,2004,4,Spanish Grand Prix,2004-05-09,,http://en.wikipedia.org/wiki/2004_Spanish_Grand_Prix,,,,,41.57,2.26111,14.2,0.0,75.34,Partially cloudy,13.6,0.0,70.3,Partially cloudy
85,112,2003,4,Spanish Grand Prix,2003-05-04,,http://en.wikipedia.org/wiki/2003_Spanish_Grand_Prix,,,,,41.57,2.26111,18.0,0.0,69.53,Partially cloudy,17.6,0.0,75.08,Partially cloudy
86,128,2002,4,Spanish Grand Prix,2002-04-28,,http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix,,,,,41.57,2.26111,14.6,0.0,82.23,Partially cloudy,15.2,0.0,81.0,Partially cloudy
87,145,2001,4,Spanish Grand Prix,2001-04-29,,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,,,,,41.57,2.26111,14.7,0.0,75.78,Partially cloudy,14.3,0.0,73.77,Partially cloudy
88,162,2000,4,Spanish Grand Prix,2000-05-07,,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,,,,,41.57,2.26111,17.1,0.0,80.57,Partially cloudy,16.5,0.0,78.81,Partially cloudy
89,179,1999,4,Spanish Grand Prix,1999-05-30,,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,,,,,41.57,2.26111,20.8,0.0,83.02,Partially cloudy,20.4,0.0,82.13,Partially cloudy
90,195,1998,4,Spanish Grand Prix,1998-05-10,,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,,,,,41.57,2.26111,17.5,0.0,71.67,Partially cloudy,17.1,0.0,81.12,Partially cloudy
91,212,1997,4,Spanish Grand Prix,1997-05-25,,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,,,,,41.57,2.26111,20.0,0.0,65.89,Partially cloudy,19.2,0.0,74.32,Partially cloudy
92,230,1996,4,Spanish Grand Prix,1996-06-02,,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,,,,,41.57,2.26111,15.5,0.0,96.0,Overcast,19.0,0.0,79.33,Partially cloudy
93,243,1995,4,Spanish Grand Prix,1995-05-14,,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,,,,,41.57,2.26111,13.4,0.0,47.87,Clear,15.2,0.0,39.45,Partially cloudy
94,261,1994,4,Spanish Grand Prix,1994-05-29,,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,,,,,41.57,2.26111,18.7,0.0,81.26,Partially cloudy,19.0,0.0,77.0,Partially cloudy
95,277,1993,4,Spanish Grand Prix,1993-05-09,,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix,,,,,41.57,2.26111,17.1,0.0,82.75,Partially cloudy,16.3,0.0,87.23,Partially cloudy
96,292,1992,4,Spanish Grand Prix,1992-05-03,,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,,,,,41.57,2.26111,11.2,2.91,83.46,"Rain, Partially cloudy",12.0,16.85,92.33,"Rain, Partially cloudy"
97,318,1991,4,Spanish Grand Prix,1991-09-29,,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,,,,,41.57,2.26111,15.8,1.59,73.49,"Rain, Partially cloudy",17.7,0.0,65.05,Partially cloudy
98,341,2010,4,Spanish Grand Prix,2010-05-09,12:00:00,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,,,,,41.57,2.26111,19.133333333333333,0.0,58.75333333333333,Partially cloudy,18.833333333333332,0.0,58.26333333333334,Partially cloudy
99,845,2011,4,Spanish Grand Prix,2011-05-22,12:00:00,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,,,,,41.57,2.26111,25.46666666666667,0.0,32.96666666666667,Partially cloudy,22.299999999999997,0.0,38.410000000000004,Partially cloudy
100,864,2012,4,Spanish Grand Prix,2012-05-13,12:00:00,http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix,,,,,41.57,2.26111,22.73333333333333,0.0,64.74666666666667,Partially cloudy,26.53333333333333,0.0,45.376666666666665,Partially cloudy
101,884,2013,4,Spanish Grand Prix,2013-05-12,12:00:00,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,,,,,41.57,2.26111,18.76666666666667,0.0,58.620000000000005,Partially cloudy,19.6,0.0,61.970000000000006,Partially cloudy
102,904,2014,4,Spanish Grand Prix,2014-05-11,12:00:00,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,,,,,41.57,2.26111,23.2,0.0,50.64000000000001,Partially cloudy,26.900000000000002,0.0,42.61333333333334,Partially cloudy
103,930,2015,4,Spanish Grand Prix,2015-05-10,12:00:00,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,,,,,41.57,2.26111,26.866666666666664,0.0,45.64000000000001,Clear,25.3,0.0,48.086666666666666,Partially cloudy
104,952,2016,4,Spanish Grand Prix,2016-05-15,12:00:00,http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix,,,,,41.57,2.26111,22.666666666666668,0.0,52.23333333333334,Partially cloudy,22.0,0.0,50.856666666666676,Partially cloudy
105,973,2017,4,Spanish Grand Prix,2017-05-14,12:00:00,http://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix,,,,,41.57,2.26111,23.666666666666668,0.0,45.53666666666667,Partially cloudy,25.7,0.0,31.933333333333337,Partially cloudy
106,993,2018,4,Spanish Grand Prix,2018-05-13,13:10:00,http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix,,,,,41.57,2.26111,16.0,0.09333333333333334,53.88333333333333,Partially cloudy,19.03333333333333,0.0,77.10666666666667,Partially cloudy
107,1014,2019,4,Spanish Grand Prix,2019-05-12,13:10:00,http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix,,,,,41.57,2.26111,20.2,0.0,51.723333333333336,Clear,20.666666666666668,0.0,61.91,Clear
108,1036,2020,4,Spanish Grand Prix,2020-08-16,13:10:00,http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix,,,,,41.57,2.26111,28.666666666666668,0.0,62.19666666666666,Partially cloudy,30.2,0.0,58.669999999999995,Clear
109,1055,2021,4,Spanish Grand Prix,2021-05-09,13:00:00,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix,2021-05-08,,,,41.57,2.26111,20.8,0.0,66.79666666666668,Clear,18.6,0.0,70.43,Clear
110,1079,2022,4,Spanish Grand Prix,2022-05-22,13:00:00,http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix,2022-05-21,14:00:00,,,41.57,2.26111,35.266666666666666,0.0,13.293333333333331,Clear,34.333333333333336,0.0,20.409999999999997,Clear
111,6,2009,6,Monaco Grand Prix,2009-05-24,12:00:00,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix,,,,,43.7347,7.42056,24.3,0.0,66.80333333333333,Partially cloudy,23.366666666666664,0.0,77.33333333333333,Partially cloudy
112,23,2008,6,Monaco Grand Prix,2008-05-25,12:00:00,http://en.wikipedia.org/wiki/2008_Monaco_Grand_Prix,,,,,43.7347,7.42056,17.9,0.8300000000000001,88.67333333333333,"['Partially cloudy', 'Rain, Overcast', 'Rain, Partially cloudy']",18.966666666666665,0.016666666666666666,80.21666666666667,Partially cloudy
